"logFC" "logCPM" "PValue" "FDR"
"BAIAP2L2" -0.179471225998837 6.0649520954981 0.703740755421225 1
"KLRF1" 0.183113375023197 2.61498880559531 0.703757970049746 1
"FRA10AC1" -0.181784754197405 4.58073845504775 0.703765915248728 1
"EPO" -0.179024086130379 5.15141654905712 0.703803209922519 1
"ASXL3" -0.178754998204619 5.25165501810647 0.703808366453379 1
"OR4K5" 0.178862327553147 5.91904891081286 0.703845527796798 1
"AASDHPPT" 0.181670223403893 3.18785113476692 0.703874812967374 1
"APLNR" 0.178466801454143 5.3604512355923 0.703954578024722 1
"EPPIN-WFDC6" -0.178732479498635 5.8210316253399 0.703957680690647 1
"WDR66" -0.179992980213354 6.73601606850965 0.704028855963126 1
"AC104073.1" 0.179365921488991 6.08648835748729 0.70405104761496 1
"MST1" 0.181215985382524 4.16712376355413 0.704132401437448 1
"SMARCB1" 0.179873509655523 6.59912418696375 0.70423442640332 1
"ZNF8" 0.184613013922755 1.54576972821078 0.704296781684672 1
"ZFYVE28" -0.1798001294407 7.22804249965359 0.704309643401561 1
"CHN1" 0.181034355575178 4.17428875103366 0.7044213441833 1
"PLPP5" -0.179658901856228 7.08772071752695 0.704504774316998 1
"PGAP1" -0.179212865713419 6.13167288596073 0.704541263583639 1
"TPI1" 0.181038321656227 4.23063556515511 0.704581890777485 1
"CYP2E1" 0.178311708609416 5.23749862976051 0.704582978084686 1
"MYO18B" -0.180715808026313 4.06021637416007 0.704600502271593 1
"WIPF3" 0.181240562532837 4.33291883969484 0.704657617212243 1
"FIZ1" 0.181023671189479 4.62698351278009 0.704678542622674 1
"LRP8" -0.178211349907259 5.56618265529628 0.704684281319113 1
"RBKS" -0.179282884286154 4.95904669079581 0.704709712031975 1
"AP1AR" 0.18080677256225 4.66861296207674 0.704728188017905 1
"CDO1" -0.178340209269167 5.93981166675493 0.704777790322455 1
"RABL6" 0.179318156564856 4.94599985992283 0.704795487136565 1
"SLC22A31" -0.193210221844175 -0.0501226700833405 0.704797405186754 1
"PPP1R3A" -0.179332402081477 4.93859170436432 0.704833675023459 1
"FBXO6" -0.196676450396855 -0.714638090076102 0.704862800380687 1
"SORT1" -0.180969916524289 4.28474543909045 0.704868246081572 1
"RPS2" -0.180046603744937 4.81464592571284 0.704871684899836 1
"ARL13B" -0.179421662020636 6.82801583384836 0.704903596294714 1
"TNFAIP8L1" -0.179411767888605 6.63852600929226 0.704943304957538 1
"TBC1D2" 0.180329336844683 3.99226773810305 0.70501735598684 1
"SMIM8" 0.179232944416029 6.31846249885203 0.705050553881431 1
"FLT1" -0.181197274310658 3.07483350966881 0.705148107301505 1
"C14orf2" -0.177969512330317 5.66715932244041 0.705156066078098 1
"CCZ1" 0.181251980481271 4.47056714564372 0.705168592765398 1
"ANKH" -0.182625645216685 2.45354634362509 0.705193271923193 1
"TPMT" -0.177943499782594 5.6206331146948 0.705193885242275 1
"DZANK1" 0.177698241327769 5.29914387845644 0.705280801831967 1
"FAM21C" 0.186641012803355 1.11769210845755 0.705356877891621 1
"IRF2" 0.188166717034698 1.17477900181721 0.705361150130515 1
"ZNF526" -0.180348898530946 4.67661282896555 0.705378465858854 1
"CT45A5" -0.180686258243824 4.30617243274708 0.705395530630852 1
"PHF11" -0.179777123295781 3.84092329783141 0.705420214934097 1
"TBXA2R" 0.177794489111584 5.85116554133713 0.705450324674277 1
"PSAP" 0.180781012853138 3.13398485809293 0.705489564769307 1
"DNAJC14" 0.177744332504234 5.68264478783127 0.705534396623486 1
"FAM58A" -0.180563903110512 4.58183974756886 0.705632310551275 1
"AP1M1" -0.180690319720869 4.54564236366208 0.705664981049811 1
"CDH22" 0.178899527436509 7.14997198018511 0.705702617705169 1
"TMEM81" -0.17831313002752 6.09674941953608 0.705748531217181 1
"AC087350.1" 0.178287477107322 6.10130439119292 0.705830525049553 1
"C2CD4D" -0.178585023573694 6.23407520038552 0.705940064908513 1
"ZNF614" -0.177314417946475 5.50322922404802 0.706008603560262 1
"ADIG" -0.177366192505277 5.24830957155938 0.706011660242396 1
"OR14C36" 0.178705543541979 7.16866274312485 0.706019117567738 1
"OMP" -0.181519690082868 2.65097958225712 0.706026568007635 1
"RP11-277P12.6" -0.1787282213751 6.52796323865649 0.706031316489214 1
"SCN3B" 0.177247505831852 5.47964616353072 0.706077628174085 1
"TRIM64" 0.177173477761427 5.30708740708412 0.706097932543257 1
"SLC35B2" 0.178592008512812 6.89337999145132 0.706195145319447 1
"GSPT1" -0.177196827946048 5.54831944553104 0.706250281357525 1
"BCAS2" 0.179985743140862 4.24010045719937 0.706279851012102 1
"RABGEF1" -0.179486480597357 3.37775118025196 0.706360929174196 1
"RAB28" -0.178516750145147 7.72846723058897 0.706376511388986 1
"NDUFB4" 0.177089474076592 5.27187522889551 0.706381302144814 1
"HIST2H3A" -0.184393016423602 1.90806657584825 0.706474844009267 1
"PLA2G4F" 0.181405483802278 2.61584646032238 0.706547337290828 1
"CDC42BPA" -0.199431308153974 -0.180276632063204 0.706571180706236 1
"C8orf44-SGK3" 0.178330971029764 7.1484144057506 0.706596442544391 1
"SOD3" -0.177141744703246 5.96146618037452 0.70679918291355 1
"BRI3BP" 0.178189589566031 6.69786885074088 0.706853732275274 1
"MBD3" 0.176910979796039 5.78119846342083 0.706854691597482 1
"SGCA" -0.18157661445134 2.37947194617562 0.706856055354413 1
"HTR4" 0.186536759218627 0.595489286408796 0.706903330879126 1
"FO538757.1" -0.178553103228353 3.59431709708364 0.706964345502855 1
"BAG6" 0.176814217034108 5.80874101995293 0.707004379425952 1
"PREB" -0.177830051733993 4.95649767310134 0.70702128441492 1
"NOVA1" 0.180976765315328 2.64965881309918 0.70702642501806 1
"TMBIM4" 0.178071873005529 7.32808448380424 0.707043296001151 1
"PCDHGA5" 0.178710575492155 3.82806943052819 0.707103204386945 1
"EDN2" 0.181709691660832 2.02826945801544 0.707127826043051 1
"FSIP1" 0.179290445183131 4.19991559843696 0.707139450663364 1
"ZNF540" 0.178023697167215 7.44292171032557 0.707140748527206 1
"GPR174" 0.177885019237203 6.32185672972066 0.707163259082684 1
"EDA" -0.177047590432665 5.09029858542434 0.707189107586961 1
"C7orf49" 0.177967363354496 6.5159199928537 0.707239982398751 1
"PRSS27" 0.179848605168781 4.45746579635427 0.707312914548192 1
"ANXA2R" -0.178748530078866 3.94796619327488 0.707316726601429 1
"EHMT2" 0.178670787994767 3.87286447352792 0.707320613241688 1
"DNAJB7" 0.177848081532253 7.03108985397949 0.707344904008793 1
"PIK3R6" -0.188476183562454 1.24134733681117 0.707346186208962 1
"CEP135" -0.17750869474806 6.15404927023923 0.70735414228608 1
"LYRM9" 0.176582202764876 5.91477410297082 0.707422136708806 1
"HIST1H2BI" 0.178264157389951 3.69024564851036 0.707484954233751 1
"NOP9" 0.177641847820204 6.29587948822792 0.707515553523922 1
"APLN" -0.178302766575701 3.54402377103629 0.707534073743808 1
"GALNT11" -0.177630253759421 6.40065057710654 0.707660371244186 1
"MAFB" 0.179309530477252 4.56702165358707 0.707698735767007 1
"FBXL12" 0.177166443477411 6.12526807709926 0.707731587793108 1
"GMPPA" -0.176299318052418 5.81708233375901 0.707807362226528 1
"MS4A10" 0.177105302484344 4.99137859211523 0.707851471801618 1
"PCYT2" -0.179485510578118 4.47927705180455 0.707906985279735 1
"MRPS33" 0.179200936609405 4.51322297261182 0.708214657894128 1
"ZNF430" 0.178136083578909 3.94007457702949 0.708332142474593 1
"PLEKHA7" -0.178488865608822 4.17268873215135 0.708335730892056 1
"FOXC1" 0.178127820959962 4.75923527408449 0.708363797853232 1
"MARCH11" 0.175636977317198 5.3465101682283 0.708406832934446 1
"PMPCA" 0.178068876139724 3.42553556231116 0.708440634652777 1
"GORASP1" -0.175774440942374 5.51918823055343 0.708466132963434 1
"LY6G6D" -0.17714788280901 6.48149581804326 0.708527235930438 1
"FNDC7" 0.175836932732553 5.22672434237385 0.708537220405245 1
"C2orf71" 0.176917130224179 6.21479700829758 0.708542711181526 1
"PAGE2B" 0.177092340948488 6.46832988958433 0.708606246537246 1
"PPIE" -0.177045586030376 6.7680223622691 0.708635971030291 1
"FKBP5" 0.175625595373822 5.5690912565418 0.708798627147846 1
"IRF8" 0.176898003853078 4.91783693423708 0.708858851798662 1
"NTF4" 0.177718338834074 3.91799416481726 0.708901592612439 1
"NFATC2" 0.175530331161175 5.82449939980195 0.709040831006228 1
"HIPK1" -0.18102952032166 2.18924623502347 0.709044830300101 1
"ABHD17C" -0.188048415818811 0.914331944078564 0.709070804563475 1
"RHOG" 0.244616661200469 -1.95224424234531 0.709162709907008 1
"POLR2L" 0.175214122946608 5.39775268142976 0.709169137152885 1
"RAB8B" 0.176725308471991 6.47687682861872 0.709185534278884 1
"AC092835.2" 0.1753733184989 5.79252401348157 0.709287691529887 1
"MRPL18" 0.181713749226942 1.92358302732905 0.709328799375974 1
"SLC17A1" -0.177565357117697 4.00428421624637 0.70936564772831 1
"BCL9L" 0.177171525256836 3.75442120470548 0.709367317356217 1
"RP11-872D17.8" 0.17531858699116 5.91026211527223 0.709396309638789 1
"PNO1" 0.177816822754276 4.66744936200078 0.709419010953282 1
"FNDC10" -0.176530082570757 6.66700241669849 0.709460502644892 1
"SLC2A1" -0.178156126278455 3.132107493127 0.709533523447702 1
"SLC35G4" 0.182561310418056 1.59654295309575 0.709684349022553 1
"CTBP2" -0.176333781939623 6.97093788353349 0.709724122937978 1
"ADIRF" 0.174828860865669 5.46924162750175 0.709888603674936 1
"ZC3H12A" -1.16530502874366 -4.32075866246605 0.709984605099763 1
"WASH1" 0.177639749776266 3.2270905616403 0.709985629153974 1
"TRUB2" -0.183260739979091 1.112991220637 0.710046597276149 1
"DOK3" 0.177578340995427 4.6263990308393 0.710057883439849 1
"PGAM2" 0.177881772330296 4.53624880155584 0.710113732690147 1
"AIM1" -0.180633965933402 2.20944249355439 0.710141918915014 1
"UCP1" 0.176053154463653 6.73040698319042 0.710209106484397 1
"RCC2" 0.175985443715483 6.61399452808809 0.710333026993315 1
"SERPINB1" -0.177026813508158 4.70903038093399 0.710372598703831 1
"SWSAP1" 0.17455856840051 5.51977654968759 0.71039260174939 1
"ZC3H13" 0.175444723203468 4.99557859811577 0.710429334597424 1
"E2F1" -0.175906775361851 6.69088406856749 0.71043638332044 1
"HYPK" 0.175783125889578 6.87456769030129 0.710611771924319 1
"IFFO1" -0.17449893865595 5.82618746506013 0.710655667682208 1
"TMEM63B" 0.174289930259872 5.44441223625314 0.710701812921855 1
"MRPL40" -0.17648339189081 3.89366604318824 0.710721827581968 1
"SCARF1" 0.182711660473696 1.28655435656883 0.710810564532484 1
"MTTP" -0.175634562428863 7.3545025994733 0.71087250983104 1
"AFM" 0.17557980647107 7.04195762850625 0.710904531684633 1
"DYNC1H1" -0.176751852912366 3.30893605928637 0.710944059895753 1
"FAM171A2" -0.175478552550633 7.0717905100673 0.711062382214806 1
"AGR3" -0.175485297959875 6.88652320505961 0.711069129743358 1
"MPZL1" -0.176836184170006 4.63128951084518 0.711136030030849 1
"RP11-314N13.10" 0.175084901147369 4.9653661551665 0.711252645293401 1
"PLD6" 0.203602966421911 -0.47990256783794 0.711323484374148 1
"TNNC1" 0.175293076254509 6.44954395495896 0.71140927848088 1
"IVL" 0.177627407198738 2.85569130248957 0.711426312162431 1
"OR6C65" -0.231968752735557 -1.72159176929694 0.71143287011421 1
"SGMS1" 0.236141771256592 -1.71270364635137 0.711434697249596 1
"FILIP1L" 0.174397318932637 5.07690739282943 0.711460799924664 1
"CARD16" -0.174131720889727 5.16175186326889 0.711489935687438 1
"NPHP4" 0.196011234062646 0.0503767236112939 0.711520492020826 1
"PSMD13" -0.175177805328908 7.04272487584504 0.71153245013319 1
"PCDHGA9" 0.174879970953124 6.16057946831913 0.711535938810572 1
"OPN1MW3" 0.182564481709408 1.39591234003597 0.711553841139326 1
"PROX2" 0.173915614759859 5.74235237934192 0.71159606295559 1
"GP6" 0.175142645393164 7.2047733387524 0.711621017999393 1
"NOTUM" 0.175043451765936 6.64232767721297 0.711812517897317 1
"CACNG7" 0.176066917546422 3.37771511229725 0.711822437045312 1
"TIPARP" 0.174927912554096 6.34807510657354 0.711847913926826 1
"IDS" -0.174269268195126 6.05746918502042 0.71189312524611 1
"CRYZ" 0.176689534700327 3.13287326902769 0.711908776180558 1
"SLC34A1" -0.176153423051807 4.14729855942857 0.711944269168875 1
"SLITRK6" -0.176666529328712 4.38514161740896 0.711966457177238 1
"ARHGAP25" 0.175876965112065 3.97883618047994 0.711967117643791 1
"NSMCE2" 0.177162883138366 2.89569382094116 0.712015254819351 1
"DSCAM" 0.175069265008785 4.88599894809823 0.712038297679206 1
"PRCP" -0.174831555767854 6.98195466307103 0.712086159221604 1
"AL023806.1" -0.173528381075052 5.57467282254934 0.712138329527416 1
"SERPINB3" -0.180106458996684 1.88502954979622 0.712265371961127 1
"PIK3CG" -0.17986173418227 1.42274542957312 0.712266981572381 1
"AP000349.2" -0.173463064656921 5.73110161633132 0.712295692635219 1
"PIAS2" 0.180830179282581 0.930868595144271 0.712303602456392 1
"CRHR2" 0.173792812182366 6.01685497213069 0.712418272024804 1
"TLR4" -0.232705849003563 -2.20542508486842 0.712553584012553 1
"ZNF397" -0.1758329286278 4.63697067626488 0.712667279635713 1
"CAPN9" -0.174431717139096 7.00146277581124 0.712713781117519 1
"LRP6" -0.173399066384951 5.1306837635317 0.712780338379969 1
"NAP1L3" -0.172937569542325 5.4192937991604 0.712786424766979 1
"KLK7" 0.174168491251879 4.95753077160569 0.712793380330062 1
"MAGEB4" 0.172847455122114 5.39014327685106 0.712890499397424 1
"RAB30" 0.174699865240605 3.63232611767847 0.712948793956307 1
"IFNA7" 0.177018479230402 2.70443425541516 0.713030861743781 1
"CTDSPL2" 0.174189534494208 6.36817690957493 0.713037588699538 1
"PRTN3" 0.172982461952982 5.6772264153139 0.713071890423986 1
"MBD3L5" -0.175415185209087 4.15007474372676 0.713074436977829 1
"MICALL2" -0.174066935721233 6.29556350072381 0.713124567125007 1
"CYSLTR2" 0.172765680057861 5.26648458865827 0.713236320803707 1
"HES5" -0.172848806616665 5.80976630358657 0.71326458163805 1
"MTCH2" 0.173244568046696 6.01386049215827 0.713269433548468 1
"SMARCE1" 0.173909330416672 4.94545280235789 0.713323650593146 1
"OCLM" 0.174719362365628 4.80089781386576 0.713366835785438 1
"ZNF425" -0.181568606026977 1.0978429629875 0.713369234303709 1
"CYB5D1" 0.175746135894233 4.36719047503256 0.713370764329343 1
"CENPK" 0.174044047423322 6.69365199722213 0.713372531444204 1
"PDZD3" 0.173976768035489 7.14326664893655 0.71344584809735 1
"CEACAM21" 0.175191220359243 3.29858976298753 0.713538385554245 1
"JAM3" 0.174608622051336 3.51360876175549 0.713565348231363 1
"SRPX" -0.172929228901545 5.9802741783924 0.713569483410975 1
"C7orf61" 0.173090245349414 5.05769490745048 0.713614834899067 1
"PRL" -0.176489788065885 2.71514700296124 0.71363352219099 1
"SLC8A1" -0.174948975192483 4.10571474040204 0.713692002902226 1
"RP1-20N18.10" -0.179406724843928 1.50249326542259 0.71371098765078 1
"ANKRD61" -0.173800903943208 6.5758937811248 0.713770211968563 1
"KMT2B" -0.172586041017122 5.92384741985406 0.713787294952983 1
"XPO4" 0.178235075955193 2.20131491180292 0.713951787094232 1
"TAF5L" 0.172773050713874 5.05427520220289 0.714122286591381 1
"PEF1" 0.172267446887235 5.66472401220335 0.714197631786736 1
"PLEKHJ1" 0.172228949533432 5.84936010684275 0.714258240376159 1
"SCGB1C2" 0.175003669912417 4.31052708798836 0.714303673029392 1
"CELA3B" -0.173417375706668 8.03524551008029 0.714317116038149 1
"LINC01420" -0.178604932711622 2.21773253090647 0.714328763299071 1
"HAVCR2" -0.173441558956628 6.47748823085501 0.714346469585438 1
"PRKCH" 0.172129218628703 5.65744625388829 0.714414385346216 1
"ZC3H8" -0.172122021088618 5.22903843871463 0.714419336002687 1
"COL9A3" -0.174757211489579 4.62615964568682 0.71442255495011 1
"SMAP1" 0.175069222267379 3.13095416978248 0.714456914050169 1
"PLOD3" -0.172318469777361 5.97582040414485 0.714508475876405 1
"EFCC1" -0.174760753377857 3.21451393415506 0.714519345646652 1
"CDRT1" 0.172058762426824 5.61995815243045 0.714537410905469 1
"UNK" -0.173203289491526 8.10181907322986 0.714638739733925 1
"ACTR3C" -0.171955645934184 5.73400844820475 0.714676942519438 1
"MAGEA2B" -0.174841526123737 4.35191482960829 0.714681195856842 1
"KLRG1" -0.174087254987119 3.96977472373057 0.714718395349896 1
"BPIFB6" 0.171623326459179 5.33205564914024 0.714793498602274 1
"FAM102B" -0.17851313257193 1.70836214615542 0.714943119989952 1
"ANKRD33" 0.174777152871569 4.53763455786952 0.714956800593686 1
"TELO2" -0.194035514906238 -0.140139196328986 0.715024978837884 1
"SLC36A2" 0.172964765300269 6.56765193155248 0.715093478172958 1
"FAM161A" 0.175007239331603 2.96683357077453 0.715204814741772 1
"ST13" -0.171452728929755 5.46445653352605 0.71522606030377 1
"UGGT1" -0.17282964331263 7.03683259055841 0.715228489832939 1
"MCHR2" -0.183616165609017 0.505317438271501 0.715247134708764 1
"FRS2" -0.171592166703511 5.72102788730348 0.715261168959668 1
"SH3BP4" -0.173326635629145 3.73619113523593 0.715301668512785 1
"CNDP2" 0.183380005754581 0.912215325538073 0.715304607059736 1
"SPNS2" 0.171403583822808 5.45434733164198 0.715305761313704 1
"SYNDIG1L" 0.174697572924741 3.0728654585214 0.715357032540835 1
"PURB" 0.172647294945377 6.35019024223458 0.715441569314648 1
"AAGAB" -0.172385403457246 4.95809472912079 0.715567079402597 1
"BCL2L15" 0.172651628406097 7.48160579581355 0.71559558882881 1
"YJEFN3" 0.172491327127972 6.99924455909463 0.715774875197457 1
"TNFSF14" -0.173438411973876 3.38618445256975 0.715808762816162 1
"MAPT" 0.174468874502958 3.02646259261989 0.715841167305372 1
"MLF2" 0.174887525027567 2.79438536393854 0.71585156129532 1
"SPCS1" 0.172833437218861 4.84794013884865 0.71589486939451 1
"PYGB" 0.17241460322232 7.99961605398921 0.715905359941524 1
"ZC3H3" -0.170883952888078 5.34547114330453 0.715937052192202 1
"SMARCA4" -0.171303602873573 5.95793436471548 0.716017625490443 1
"SNTG1" -0.1732896148189 4.01813653661965 0.716070548515068 1
"ZNF142" -0.172809782656625 4.82492362393256 0.716122072439276 1
"PRMT7" 0.183812592429841 0.509066677593497 0.716303089202404 1
"FRMD7" -0.173720880208667 4.32278861534261 0.716306172987556 1
"PCBD2" 0.171961931222071 6.20710186914462 0.716342987416891 1
"BPIFB3" -0.173986072072158 3.0628420612767 0.716360791927016 1
"AC003005.4" -0.173218745409759 4.1274576711118 0.716473033452646 1
"CLDN15" 0.184053899459685 0.555697653028515 0.716478802718136 1
"COX16" -0.179664824426672 1.5865460944868 0.716505929347768 1
"NDUFS3" -0.17117615397691 6.01275253755669 0.716535574558877 1
"ZNF157" -0.1712018115719 5.05438328502792 0.716575544194613 1
"SCTR" -0.170752161931978 5.68082960382373 0.7165909850774 1
"CNP" 0.1707631313941 5.697007912918 0.716595472948303 1
"CRIM1" 0.171939208607548 8.56810374737466 0.71669583301071 1
"TMEM88" -0.171840091633795 6.38971268411987 0.716761598425028 1
"CCL28" 0.170505427541571 5.28184828895097 0.716771270872808 1
"NXF5" -0.171790038217953 8.06660877822214 0.716873024222212 1
"MID1" 0.17362897794328 4.43697964469072 0.716916240531643 1
"DPM1" -0.172607776718139 3.93428479550561 0.716931401577683 1
"PDE8A" 0.170266838623728 5.39905334616277 0.717023328346352 1
"RP11-468E2.2" 0.174970045668865 2.49188252191013 0.717051220811372 1
"STK11" -0.172034833694687 3.65947814373097 0.717171637930399 1
"YAF2" -0.170364692085536 5.21297830965393 0.717256297689792 1
"SAMD11" 0.170324897287226 5.71071020343073 0.717286915009836 1
"PTTG2" 0.171443800842849 6.88973730610057 0.717440078421762 1
"ACKR2" -0.196124438044054 -0.450386363794179 0.717513709733577 1
"PIM2" -0.171372033921893 7.19516918176035 0.717550252896079 1
"LCE2C" 0.171868113756447 3.59338773845293 0.717553372179896 1
"SPP2" -0.169892654298798 5.37935693279173 0.717565990222973 1
"PDLIM2" -0.169980372154807 5.27855086174798 0.717611288826626 1
"CHEK2" -0.173417166635373 2.9205602533307 0.717709254347521 1
"DESI1" 0.170793490577171 5.00164960926272 0.717723768754227 1
"USB1" -0.169794240182359 5.44879179923647 0.71783268029945 1
"SNX4" 0.17207053611875 3.4026802699766 0.717969196404655 1
"PAPD5" 0.169893576333168 5.74315269631834 0.717973912483665 1
"POU5F1" 0.169697269407396 5.28098778832868 0.718068484800356 1
"SERPINB7" 0.171026405102421 6.89580152241454 0.718097170506265 1
"RSC1A1" -0.17938442707084 0.777707496482509 0.718097183569763 1
"TMEM132E" 0.1696933333304 5.26629602388839 0.718127858382239 1
"DNAJA3" 0.171579205490755 3.80002666903666 0.718270052082599 1
"ACE" -0.169448801994677 5.37457851127319 0.718275405508232 1
"OR5L2" -0.169735000743912 5.20681965918732 0.718298539421112 1
"FOXN2" 0.171404322789644 3.5713228238526 0.718341149981754 1
"MTG1" -0.172118141942804 3.28484468358461 0.718352420878038 1
"HIST2H4B" 0.170821001494928 7.14714662878222 0.718420011447045 1
"HPN" -0.171587636086479 3.47988443762398 0.718422816975955 1
"LUZP4" 0.170811212287342 6.64416970540905 0.718471989592553 1
"AC009977.1" 0.175705487652584 2.36483951355068 0.718530983645084 1
"GDF3" 0.172201102759163 4.27649659990887 0.718532769582171 1
"UROS" 0.169518936597145 5.69024460057404 0.718563082164893 1
"RRP15" -0.171160049733263 3.68402498732526 0.718574738640584 1
"FAM46A" 0.169463401062644 5.69359092936103 0.718660164897283 1
"COL5A3" 0.169392530412178 5.55746728246545 0.718671052328244 1
"SEC23IP" 0.170674620335116 6.60428616870597 0.718696224114573 1
"C1QC" -0.172560119259311 4.48703389178838 0.718699195554074 1
"MMP8" 0.171621803510494 4.7322404960131 0.718734351700065 1
"ISG15" 0.169942180768829 5.02817542090192 0.718844212323865 1
"SCP2" 0.17734766421256 1.50907168449573 0.71892022209316 1
"ERICH6B" 0.169027691295665 5.36581612521496 0.71893670274216 1
"HMGB1" -0.171672184152878 3.30118937637141 0.718973105883685 1
"MEGF10" 0.171745858056525 4.19431555958202 0.7189841506373 1
"COA6" -0.169874439644379 5.01850700428619 0.719005839291212 1
"NOA1" -0.169113456709816 5.52568168622149 0.719039441825343 1
"SLC43A3" -0.170383017786847 7.39567173079099 0.719150071863598 1
"ACADSB" 0.170370682965539 6.57071192181485 0.719184118068679 1
"EPCAM" 0.170311533296367 8.29319679745804 0.719202028044967 1
"LIMS2" -0.170335067172557 7.37950363035174 0.719221166158523 1
"BICDL1" -0.170276655959057 6.46703162576943 0.719326571304314 1
"RP11-402P6.15" 0.170297836182671 7.6035339860566 0.719327460760194 1
"FAM221A" 0.173846219827795 2.30130918682026 0.719414943385726 1
"SLFNL1" -0.168979294028407 5.89323005005216 0.719420829925825 1
"PUS1" -0.170791548757657 3.82803242920404 0.719511928975269 1
"VSTM1" -0.168897168710267 5.7262601798498 0.719538940367091 1
"CALHM1" -0.171685473173131 4.33676064240191 0.719559806014628 1
"DBT" 0.170996221409112 3.41861941740451 0.719642697898611 1
"SIDT1" 0.170364448994879 3.59459348590265 0.719901958189946 1
"TACR1" 0.169855403304381 6.90599662204749 0.719942631278886 1
"MCF2L2" -0.169366707905643 4.98813913596395 0.720073424340861 1
"TFAP2A" -0.170957118618819 4.15410510194265 0.720102455105844 1
"SLC2A6" 0.169075252847347 5.03082550765568 0.72019138246329 1
"RBPMS" 0.169671510727827 7.1872645376249 0.720239903368768 1
"TRIM73" -0.1682028111171 5.37415288810864 0.720253346496982 1
"CTAGE15" 0.171368831782674 4.52480316251608 0.720342649466745 1
"FAM127C" -0.172396261907139 2.19159785104899 0.720416244291683 1
"LYRM4" -0.17105248525851 4.30416991953492 0.72041920889234 1
"PIWIL4" 0.168088549192415 5.36417701986983 0.720444654103879 1
"MAN1A1" 0.169388559818434 4.94571540444619 0.720449011145817 1
"MED10" -0.171250430097768 4.3971359230834 0.720457409397403 1
"POLR3F" 0.169527559105147 6.71179961524365 0.720489689584908 1
"CYS1" -0.172561221762414 2.41419039122237 0.7204998993478 1
"ARFGEF3" 0.169520587946486 7.77462794398954 0.720521937560628 1
"ZAR1L" -0.16826114112849 5.71756575944191 0.720548773822259 1
"ZDHHC15" 0.170064923318292 3.53776165429664 0.720624270104025 1
"DCHS2" -0.167996543713941 5.29915561279908 0.72067148100221 1
"CXorf49" 0.170310538922092 4.01828091651959 0.720791226607403 1
"SERTAD2" -0.167842637513507 5.34915098083461 0.720797151681617 1
"CPXM1" -0.169250879269346 6.36630684857532 0.72081887299797 1
"H2AFX" 0.170708557629579 3.24081074959418 0.720862202791853 1
"IFIT1B" 0.169818974238223 3.73902890908191 0.720879804125313 1
"RPL19" -0.168035273596261 5.68519066169162 0.720920245313312 1
"GPR75-ASB3" -0.170127015017253 3.37786625501267 0.721063023921935 1
"TMEM144" 0.17047100731033 4.64086652119634 0.721095468141292 1
"GAA" -0.168979235554354 6.28266050196766 0.721149436077565 1
"CIC" -0.169038303402362 6.68619013017871 0.721259072190965 1
"RAB2A" -0.168884059927419 6.37052984249542 0.721404356752718 1
"TNKS2" 0.168185781346889 5.05195864448846 0.721416511509165 1
"GABPB1" 0.171109323908232 2.92627773349112 0.721445844467559 1
"SPATA31D1" 0.167879481343722 5.14936573300681 0.72148681461944 1
"CDX4" -0.167426777969975 5.3826494638843 0.72149705091866 1
"GRHPR" 0.17156051586594 2.72342434224721 0.721503722479998 1
"NXNL1" 0.171562314001265 2.67479288487024 0.721563828565977 1
"UQCRH" -0.16873112735666 6.47474477937345 0.721780992092942 1
"OR6K2" -0.168190886460475 4.98974715419693 0.721946755355311 1
"EXTL1" 0.170027661420198 4.58916592185703 0.722088122574432 1
"EXOSC8" 0.170901426411769 2.83057569699674 0.722096321652674 1
"SLC2A9" -0.167095487187641 5.43296335733527 0.722121384938112 1
"TAS2R5" 0.173005143539635 2.30281219346734 0.722128812879676 1
"ANKRD45" 0.169172594084286 3.51000105477445 0.722141246214406 1
"CRNN" -0.169382546089683 3.98866480142895 0.7221724171991 1
"KLRF2" -0.170775942346665 2.82231231587949 0.722204601954592 1
"ECHDC1" 0.176981548311066 1.23553599331708 0.722300001261441 1
"GSTA2" 0.168305163548599 6.35676028983096 0.722312673824293 1
"FAM110D" -0.169274731783863 4.73441890153347 0.722391018428896 1
"NRK" 0.170539743757359 2.88797505526517 0.722468376297318 1
"ZNF75D" -0.169930983727195 4.39969112538012 0.722541439102913 1
"POMK" -0.169434675208715 4.66199015474338 0.722556023836875 1
"WWP2" -0.168203095363361 6.73222504859113 0.722573825868204 1
"BSPRY" 0.166875351514041 5.27049424936717 0.722608960592125 1
"NUMBL" -0.316187007281343 -2.90590594611 0.722614388682718 1
"LCE3B" -0.167002020782286 5.9470211770149 0.722788719263222 1
"KLHL31" -0.167552568876063 4.99927647039946 0.72285732154209 1
"PRDM12" 0.169065656207244 4.11765828643842 0.723003804879336 1
"GABBR1" -0.167526559586522 6.13529934062124 0.723017417099891 1
"COL9A2" 0.174075220253029 1.73096421047972 0.723049122656313 1
"ZMYM3" 0.168557724463425 3.51528287411556 0.723078376151155 1
"RBM41" 0.166678029423071 5.68956608260531 0.723091013056463 1
"CTC-487M23.8" -0.169131375887311 4.62358851548325 0.723251780052062 1
"SPAG5" 0.166507947125816 5.87260898153984 0.723359676893757 1
"RUSC1" -0.16892025581159 4.18758640598084 0.72336944516634 1
"DNA2" 0.168285743021697 3.79680029884429 0.723421960932588 1
"EIF1B" 0.169724258893329 2.97999743779657 0.723441098446966 1
